minutes_year,conference,district,meeting,state,members_general,members_white,members_colored,members_indian,url
1819,Mississippi,Louisiana,Attakapas,NA,NA,68,18,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Sparta Circuit,NA,NA,522,248,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Oakmulgee,NA,NA,528,57,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Alcovi,NA,NA,949,146,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Cedar Creek and Milledgeville,NA,NA,773,160,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Washington,NA,NA,398,112,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Ohoopee,NA,NA,328,86,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Satilla and St. Mary's,NA,NA,186,80,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Oconeee,Appalachee,NA,NA,572,94,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Broad River Circuit,NA,NA,772,142,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Grove,NA,NA,442,21,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Little River,NA,NA,630,160,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Warren,NA,NA,460,153,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Lousiville,NA,NA,297,70,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Augusta,NA,NA,85,72,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Ogeechee,Savannah,NA,NA,41,74,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Charleston,NA,NA,430,1900,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Cooper River,NA,NA,240,351,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Cypress,NA,NA,738,635,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Black Swamp,NA,NA,167,88,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Orangeburg,NA,NA,812,492,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Bush River,NA,NA,583,107,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Edisto,Keewee,NA,NA,513,16,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Congaree,NA,NA,186,115,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Sandy River,NA,NA,428,220,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Wateree,NA,NA,612,236,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Enoree,NA,NA,1044,260,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Reedy River,NA,NA,610,85,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Santee,NA,NA,665,914,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Camden,NA,NA,91,270,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Broad River,Columbia,NA,NA,118,118,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Lynch's Creek,NA,NA,441,88,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Black River,NA,NA,383,341,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Little Pee Dee,NA,NA,658,193,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Bladen,NA,NA,314,310,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Deep River,NA,NA,250,206,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Brunswick,NA,NA,647,311,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Georgetown,NA,NA,117,1220,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Fayetteville,NA,NA,185,273,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Pee Dee,Wilmington,NA,NA,186,760,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Upper French Broad,NA,NA,541,48,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Black Mountain,NA,NA,340,18,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Morganton,NA,NA,424,11,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Union,NA,NA,598,65,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Lincoln,NA,NA,561,64,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Sugar Creek,NA,NA,239,71,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Rocky River,NA,NA,454,57,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,South Carolina,Catawba,Montgomery,NA,NA,501,69,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Franklin,NA,NA,556,28,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Guilford,NA,NA,670,101,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Salisbury,NA,NA,705,31,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Iredell,NA,NA,502,41,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Yadkin,NA,NA,361,35,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Caswell,NA,NA,780,128,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Yadkin,Haw River,NA,NA,460,149,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Newbern,NA,NA,94,428,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Mattamuskeet and Banks,NA,NA,257,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Beaufort and Straits,NA,NA,208,194,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,New River,NA,NA,235,267,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Black River,NA,NA,479,187,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Tar River,NA,NA,688,196,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Raleigh city and circuit,NA,NA,585,192,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Neuse,Roanoke,NA,NA,393,245,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Norfolk,NA,NA,312,270,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Portsmouth,NA,NA,205,132,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Suffolk,NA,NA,556,226,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Princess Ann,NA,NA,900,494,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Camden,NA,NA,563,470,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Bertie,NA,NA,611,129,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Sussex,NA,NA,528,107,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Washington and Swift Creek,NA,NA,184,100,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Albemarle,NA,NA,NA,NA,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Norfolk,Sound,NA,NA,134,10,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Greensville,NA,NA,504,187,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Mecklenburg,NA,NA,320,39,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Petersburg,NA,NA,96,142,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Amelia,NA,NA,564,76,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Cumberland,NA,NA,336,27,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Brunswick,NA,NA,358,187,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Buckingham,NA,NA,446,31,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Bedford,NA,NA,339,41,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,Meherrin,Lynchburg,NA,NA,123,44,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Richmond,NA,NA,202,100,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Hanover,NA,NA,365,45,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Williamsburg,NA,NA,437,50,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Gloucester,NA,NA,1037,51,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Orange,NA,NA,304,41,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Columbia,NA,NA,346,43,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Virginia,James River,Amherst,NA,NA,491,68,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Fell's Point,NA,NA,838,286,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Baltimore city,NA,NA,2650,1365,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Baltimore cir.,NA,NA,720,204,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Great Falls,NA,NA,728,215,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Montgomery,NA,NA,673,644,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Severn,NA,NA,668,727,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Annapolis,NA,NA,195,244,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Calvert,NA,NA,816,1513,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Baltimore,Prince George's,NA,NA,280,715,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Berkley,NA,NA,1082,243,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Winchester,NA,NA,722,222,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Loudoun,NA,NA,687,240,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Stafford,NA,NA,338,38,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Lancaster,NA,NA,824,131,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Fairfax,NA,NA,400,204,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Alexandria,NA,NA,342,180,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Georgetown,NA,NA,336,285,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Foundry,NA,NA,166,47,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Washington,NA,NA,143,124,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Potomac,Fredericksburg,NA,NA,104,5,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Rockingham,NA,NA,473,105,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Staunton,NA,NA,149,96,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Bottetourt,NA,NA,267,87,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,New River,NA,NA,467,44,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Monroe,NA,NA,275,12,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Greenbrier,NA,NA,396,52,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Pendleton,NA,NA,308,32,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Greenbrier,Alleghany,NA,NA,745,111,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Harford,NA,NA,685,276,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Carlisle,NA,NA,665,12,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,York,NA,NA,111,11,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Huntingdon,NA,NA,640,9,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Juniatta,NA,NA,231,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Bedford,NA,NA,248,10,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Somerset,NA,NA,319,12,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Auckwick,NA,NA,594,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Chambersburg,NA,NA,598,195,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Carlisle,Frederick,NA,NA,868,403,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Monongahela and Randolph,NA,NA,480,22,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Harrison,NA,NA,704,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Greensfield,NA,NA,550,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,East Wheeling,NA,NA,300,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Ohio,NA,NA,632,91,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Pittsburg,NA,NA,350,7,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Connelsville and Mahoning,NA,NA,410,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Baltimore,Monongahela,Redstone,NA,NA,651,30,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=337
1819,Philadelphia,Schuylkill,St. George's,NA,NA,1825,94,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Union,NA,NA,458,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Kensington,NA,NA,196,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,St. John's,NA,NA,338,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Bristol,NA,NA,515,27,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Dauphin,NA,NA,430,7,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Lancaster,NA,NA,597,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Chester,NA,NA,730,86,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Schuylkill,Wilmington,NA,NA,215,68,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Smyrna,NA,NA,784,506,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Dover,NA,NA,957,529,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Caroline,NA,NA,841,321,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Talbot,NA,NA,839,682,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Queen Ann's,NA,NA,760,721,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Kent,NA,NA,374,417,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Chesapeake,Cecil,NA,NA,801,328,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Cambridge,NA,NA,864,529,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Dorchester,NA,NA,871,569,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Somerset,NA,NA,677,480,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Annamessex,NA,NA,828,637,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Accomack,NA,NA,868,424,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Snow Hill,NA,NA,685,627,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Lewistown,NA,NA,931,311,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,Delaware,Milford,NA,NA,892,440,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Trenton,NA,NA,230,1,NA,NA
1819,Philadelphia,New Jersey,Trenton Cir.,NA,NA,392,38,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Burlington,NA,NA,642,78,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Gloucester,NA,NA,812,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Cumberland,NA,NA,781,23,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Salem,NA,NA,941,84,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,New Brunswick,NA,NA,NA,NA,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,New Mills,NA,NA,681,21,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Freehold,NA,NA,590,30,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Essex and Staten Island,NA,NA,495,22,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Bergen,NA,NA,460,15,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Asbury,NA,NA,494,11,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,Philadelphia,New Jersey,Sussex and Hamburg,NA,NA,841,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,New York,NA,NA,2339,50,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Zion and Asbury,NA,NA,0,791,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Brooklyn,NA,NA,198,122,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,New Rochelle,NA,NA,545,40,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Courtlandt,NA,NA,535,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Croton,NA,NA,528,22,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Stamford,NA,NA,250,6,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Suffolk,NA,NA,442,23,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Sag Harbour,NA,NA,66,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,New York,Jamaica,NA,NA,577,141,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Dutchess,NA,NA,732,35,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Rhinebeck,NA,NA,604,17,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Pittsfield,NA,NA,451,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Granville,NA,NA,520,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Middletown,NA,NA,108,11,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Durham,NA,NA,402,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Burlington,NA,NA,340,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Goshen,NA,NA,425,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,New Haven,NA,NA,36,35,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Stratford,NA,NA,439,7,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Rhinebeck,Redding,NA,NA,575,5,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Ashgrove,Cambridge,NA,NA,447,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Ashgrove,Troy,NA,NA,376,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
1819,New York,Ashgrove,Warren,NA,NA,244,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=338
